Time,Actual Shipment,Desired Shipment,Production Start,Desired Production Start,Actual WIP,Desired WIP,Actual Production,Desired Production,Actual Inventory,Desired Inventory
21.2,12299.43646,12108.30829,12520.46663,12520.46663,103555.0677,102876.8008,13048.44606,12859.6001,37995.52047,46957.44042
21.3,12294.02105,12108.51418,12512.54198,12512.54198,103502.2698,102821.883,13046.72987,12852.73538,38089.53424,46970.47241
21.4,12288.59534,12108.70192,12504.74244,12504.74244,103448.851,102766.6687,13044.76775,12845.83359,38183.35581,46983.34151
21.5,12283.16024,12108.87112,12497.06753,12497.06753,103394.8485,102711.1868,13042.56674,12838.89835,38276.96239,46996.04974
21.6,12277.71669,12109.02145,12489.5166,12489.5166,103340.2986,102655.4654,13040.13384,12831.93318,38370.33196,47008.59912
21.7,12272.26562,12109.15262,12482.08889,12482.08889,103285.2368,102599.5317,13037.47593,12824.94146,38463.44319,47020.99163
21.8,12266.80798,12109.2644,12474.78355,12474.78355,103229.6981,102543.4122,13034.59984,12817.92652,38556.27553,47033.22923
21.9,12261.34476,12109.35661,12467.59959,12467.59959,103173.7165,102487.1325,13031.51228,12810.89157,38648.80907,47045.31387
22,12255.87693,12109.42909,12460.53595,12460.53595,103117.3252,102430.7177,13028.21989,12803.83971,38741.02464,47057.24745
22.1,12250.40548,12109.48173,12453.59148,12453.59148,103060.5568,102374.1918,13024.72922,12796.77398,38832.90372,47069.03185
22.2,12244.93139,12109.51448,12446.76497,12446.76497,103003.4431,102317.5784,13021.04672,12789.6973,38924.42847,47080.66895
22.3,12239.45567,12109.52729,12440.05511,12440.05511,102946.0149,102260.9001,13017.17876,12782.61251,39015.58169,47092.16059
22.4,12233.9793,12109.52016,12433.46056,12433.46056,102888.3025,102204.1789,13013.13164,12775.52236,39106.34684,47103.50859
22.5,12228.5033,12107.8557,12426.97992,12426.97992,102830.3354,102147.4362,13008.91153,12768.42952,39196.70799,47114.71473
22.6,12223.11051,12105.2009,12420.50938,12420.50938,102772.1423,102090.5288,13004.52453,12761.3161,39286.81357,47125.78079
22.7,12217.85047,12102.66257,12413.99193,12413.99193,102713.7407,102033.3797,12999.97666,12754.17246,39376.74593,47136.70853
22.8,12212.71734,12100.23471,12407.44243,12407.44243,102655.1423,101976.0217,12995.27384,12747.00271,39466.47734,47147.49968
22.9,12207.7056,12097.91163,12400.87453,12400.87453,102596.3591,101918.4865,12990.42188,12739.81082,39555.98125,47158.15593
23,12202.81002,12095.68793,12394.30072,12394.30072,102537.4044,101860.8047,12985.4265,12732.60058,39645.23228,47168.67898
23.1,12198.02562,12093.55847,12387.73244,12387.73244,102478.2918,101803.0053,12980.29331,12725.37567,39734.20613,47179.07049
23.2,12193.3477,12091.5184,12381.18009,12381.18009,102419.0357,101745.1167,12975.02779,12718.13959,39822.87962,47189.33211
23.3,12188.77178,12089.56308,12374.65317,12374.65317,102359.651,101687.1658,12969.63532,12710.89573,39911.23056,47199.46546
23.4,12184.29363,12087.68814,12368.16029,12368.16029,102300.1527,101629.1786,12964.12114,12703.64733,39999.23778,47209.47214
23.5,12179.90922,12085.88942,12361.70926,12361.70926,102240.5567,101571.1801,12958.49038,12696.39752,40086.88108,47219.35374
23.6,12175.61475,12084.16295,12355.30716,12355.30716,102180.8785,101513.1943,12952.74805,12689.14929,40174.14118,47229.11182
23.7,12171.4066,12082.505,12348.96032,12348.96032,102121.1345,101455.2441,12946.89901,12681.90551,40260.99969,47238.74792
23.8,12167.28135,12080.91201,12342.67448,12342.67448,102061.3406,101397.3516,12940.94803,12674.66895,40347.43909,47248.26357
23.9,12163.23575,12079.3806,12336.45473,12336.45473,102001.5132,101339.5381,12934.89974,12667.44227,40433.44269,47257.66028
24,12159.26672,12077.90758,12330.30562,12330.30562,101941.6687,101281.824,12928.75868,12660.228,40518.9946,47266.93953
24.1,12155.37134,12076.48991,12324.23118,12324.23118,101881.8234,101224.2286,12922.52923,12653.02858,40604.07971,47276.10278
24.2,12151.54685,12075.12472,12318.23497,12318.23497,101821.9936,101166.7708,12916.2157,12645.84636,40688.68365,47285.1515
24.3,12147.79061,12073.80927,12312.32008,12312.32008,101762.1955,101109.4686,12909.82227,12638.68357,40772.79274,47294.0871
24.4,12144.10015,12072.54098,12306.48921,12306.48921,101702.4453,101052.339,12903.353,12631.54237,40856.39404,47302.91101
24.5,12140.4731,12071.3174,12300.74467,12300.74467,101642.7589,100995.3986,12896.81187,12624.42483,40939.47525,47311.62463
24.6,12136.90723,12070.13619,12295.08843,12295.08843,101583.1522,100938.6633,12890.20275,12617.33291,41022.02469,47320.22932
24.7,12133.40042,12068.99516,12289.52211,12289.52211,101523.6408,100882.148,12883.5294,12610.2685,41104.03135,47328.72645
24.8,12129.95066,12067.89222,12284.04706,12284.04706,101464.2401,100825.8673,12876.7955,12603.23342,41185.48477,47337.11737
24.9,12126.55605,12066.82538,12278.66434,12278.66434,101404.9652,100769.8351,12870.00463,12596.22939,41266.3751,47345.4034
25,12123.21478,12065.79277,12273.37476,12273.37476,101345.8312,100714.0646,12863.16029,12589.25807,41346.69303,47353.58586
25.1,12119.92514,12064.79262,12268.17889,12268.17889,101286.8526,100658.5683,12856.26588,12582.32104,41426.42978,47361.66604
25.2,12116.68551,12063.82324,12263.07712,12263.07712,101228.0439,100603.3585,12849.32472,12575.41982,41505.5771,47369.64521
25.3,12113.49435,12062.88304,12258.06959,12258.06959,101169.4192,100548.4467,12842.34006,12568.55584,41584.12725,47377.52465
25.4,12110.3502,12061.9705,12253.15632,12253.15632,101110.9921,100493.8438,12835.31506,12561.73048,41662.07295,47385.30559
25.5,12107.25167,12061.08421,12248.33712,12248.33712,101052.7763,100439.5604,12828.25281,12554.94505,41739.40741,47392.98927
25.6,12104.19746,12060.2228,12243.61168,12243.61168,100994.7847,100385.6064,12821.15633,12548.20081,41816.12427,47400.5769
25.7,12101.18632,12059.38499,12238.97955,12238.97955,100937.0302,100331.9915,12814.02856,12541.49893,41892.21762,47408.06969
25.8,12098.21707,12058.56958,12234.44014,12234.44014,100879.5253,100278.7245,12806.87239,12534.84056,41967.68198,47415.46882
25.9,12095.28859,12057.77542,12229.99278,12229.99278,100822.2821,100225.8141,12799.69061,12528.22677,42042.51226,47422.77546
26,12092.39982,12057.00143,12225.63667,12225.63667,100765.3123,100173.2685,12792.48597,12521.65857,42116.70378,47429.99077
26.1,12089.54975,12056.24658,12221.37094,12221.37094,100708.6274,100121.0954,12785.26116,12515.13693,42190.25223,47437.11588
26.2,12086.73742,12055.50989,12217.19464,12217.19464,100652.2384,100069.3021,12778.0188,12508.66276,42263.15369,47444.15193
26.3,12083.96193,12054.79047,12213.10673,12213.10673,100596.1559,100017.8955,12770.76145,12502.23694,42335.40458,47451.10004
26.4,12081.2224,12054.08743,12209.10612,12209.10612,100540.3905,99966.88217,12763.49162,12495.86027,42407.00168,47457.96129
26.5,12078.51803,12053.39996,12205.19167,12205.19167,100484.9519,99916.26821,12756.21174,12489.53353,42477.9421,47464.73677
26.6,12075.84803,12052.72729,12201.36217,12201.36217,100429.8499,99866.0594,12748.92422,12483.25742,42548.22328,47471.42756
26.7,12073.21167,12052.06869,12197.61638,12197.61638,100375.0937,99816.26117,12741.63139,12477.03265,42617.84297,47478.03472
26.8,12070.60823,12051.42347,12193.95302,12193.95302,100320.6922,99766.8786,12734.33553,12470.85983,42686.79924,47484.55928
26.9,12068.03706,12050.79099,12190.37079,12190.37079,100266.654,99717.91642,12727.03887,12464.73955,42755.09045,47491.00229
27,12065.49751,12050.17062,12186.86833,12186.86833,100212.9871,99669.37905,12719.7436,12458.67238,42822.71524,47497.36476
27.1,12062.98898,12049.56178,12183.4443,12183.4443,100159.6996,99621.27057,12712.45185,12452.65882,42889.67253,47503.6477
27.2,12060.51089,12048.96395,12180.0973,12180.0973,100106.7989,99573.59478,12705.16569,12446.69935,42955.96154,47509.85211
27.3,12058.06269,12048.37659,12176.82595,12176.82595,100054.292,99526.35515,12697.88716,12440.79439,43021.58172,47515.97895
27.4,12055.64386,12047.79923,12173.62885,12173.62885,100002.1859,99479.55488,12690.61825,12434.94436,43086.53277,47522.02922
27.5,12053.2539,12047.23142,12170.50457,12170.50457,99950.48697,99433.19688,12683.36088,12429.14961,43150.81467,47528.00385
27.6,12050.89233,12046.67271,12167.4517,12167.4517,99899.20134,99387.28379,12676.11694,12423.41047,43214.42762,47533.9038
27.7,12048.5587,12046.12271,12164.46883,12164.46883,99848.33481,99341.81798,12668.88829,12417.72725,43277.37204,47539.73001
27.8,12046.25256,12045.58104,12161.55453,12161.55453,99797.89287,99296.80154,12661.67671,12412.10019,43339.6486,47545.48338
27.9,12043.97351,12043.97351,12158.7074,12158.7074,99747.88065,99252.23635,12654.48395,12406.52954,43401.25817,47551.16484
28,12041.77483,12041.77483,12155.85889,12155.85889,99698.30299,99208.01663,12647.31173,12401.00208,43462.30921,47556.77528
28.1,12039.68609,12039.68609,12152.97356,12152.97356,99649.15771,99164.08386,12640.1617,12395.51048,43522.8629,47562.31559
28.2,12037.70179,12037.70179,12150.06147,12150.06147,99600.4389,99120.44947,12633.03547,12390.05618,43582.91046,47567.78664
28.3,12035.8167,12035.8167,12147.13181,12147.13181,99552.1415,99077.1241,12625.93463,12384.64051,43642.44383,47573.18931
28.4,12034.02586,12034.02586,12144.19296,12144.19296,99504.26121,99034.11771,12618.86068,12379.26471,43701.45562,47578.52444
28.5,12032.32457,12032.32457,12141.2525,12141.2525,99456.79444,98991.43956,12611.81509,12373.92994,43759.93911,47583.79289
28.6,12030.70834,12030.70834,12138.31733,12138.31733,99409.73818,98949.09827,12604.79926,12368.63728,43817.88816,47588.99548
28.7,12029.17292,12029.17292,12135.39366,12135.39366,99363.08999,98907.10185,12597.81454,12363.38773,43875.29725,47594.13303
28.8,12027.71428,12027.71428,12132.48711,12132.48711,99316.8479,98865.4577,12590.8622,12358.18221,43932.16141,47599.20637
28.9,12026.32856,12026.32856,12129.60272,12129.60272,99271.01039,98824.17267,12583.94347,12353.02158,43988.4762,47604.21629
29,12025.01213,12025.01213,12126.74501,12126.74501,99225.57632,98783.25307,12577.05953,12347.90663,44044.23769,47609.16359
29.1,12023.76153,12023.76153,12123.918,12123.918,99180.54487,98742.70469,12570.21146,12342.83809,44099.44243,47614.04904
29.2,12022.57345,12022.57345,12121.12528,12121.12528,99135.91552,98702.53286,12563.40031,12337.81661,44154.08743,47618.87343
29.3,12021.44478,12021.44478,12118.37001,12118.37001,99091.68802,98662.74242,12556.62708,12332.8428,44208.17011,47623.63751
29.4,12020.37254,12020.37254,12115.65496,12115.65496,99047.86231,98623.33778,12549.8927,12327.91722,44261.68834,47628.34204
29.5,12019.35391,12019.35391,12112.98257,12112.98257,99004.43854,98584.32294,12543.19805,12323.04037,44314.64036,47632.98777
29.6,12018.38622,12018.38622,12110.35494,12110.35494,98961.41699,98545.70149,12536.54396,12318.21269,44367.02477,47637.57542
29.7,12017.46691,12017.46691,12107.77385,12107.77385,98918.79808,98507.47663,12529.93121,12313.43458,44418.84055,47642.10573
29.8,12016.59356,12016.59356,12105.24085,12105.24085,98876.58235,98469.65124,12523.36053,12308.7064,44470.08698,47646.57941
29.9,12015.76388,12015.76388,12102.75719,12102.75719,98834.77038,98432.22781,12516.83262,12304.02848,44520.76367,47650.99716
30,12014.97569,12014.97569,12100.32392,12100.32392,98793.36284,98395.20855,12510.34812,12299.40107,44570.87055,47655.3597
30.1,12014.2269,12014.2269,12097.94186,12097.94186,98752.36042,98358.59532,12503.90763,12294.82441,44620.40779,47659.6677
30.2,12013.51556,12013.51556,12095.61164,12095.61164,98711.76384,98322.3897,12497.51173,12290.29871,44669.37586,47663.92186
30.3,12012.83978,12012.83978,12093.33372,12093.33372,98671.57383,98286.59302,12491.16095,12285.82413,44717.77548,47668.12283
30.4,12012.19779,12012.19779,12091.10838,12091.10838,98631.79111,98251.20629,12484.85579,12281.40079,44765.6076,47672.2713
30.5,12011.5879,12011.5879,12088.93577,12088.93577,98592.41637,98216.23032,12478.59671,12277.02879,44812.8734,47676.36791
30.6,12011.00851,12011.00851,12086.81589,12086.81589,98553.45027,98181.66564,12472.38415,12272.70821,44859.57428,47680.41331
30.7,12010.45808,12010.45808,12084.74864,12084.74864,98514.89345,98147.51258,12466.21852,12268.43907,44905.71184,47684.40814
30.8,12009.93518,12009.93518,12082.73379,12082.73379,98476.74646,98113.77123,12460.10019,12264.2214,44951.28789,47688.35304
30.9,12009.43842,12009.43842,12080.77102,12080.77102,98439.00982,98080.44149,12454.02953,12260.05519,44996.30439,47692.24863
31,12008.9665,12008.9665,12078.85993,12078.85993,98401.68397,98047.52305,12448.00687,12255.94038,45040.7635,47696.09552
31.1,12008.51817,12008.51817,12077.00001,12077.00001,98364.76927,98015.01544,12442.03252,12251.87693,45084.66754,47699.89432
31.2,12008.09226,12008.09226,12075.19072,12075.19072,98328.26602,97982.91796,12436.10677,12247.86475,45128.01897,47703.64565
31.3,12007.68765,12007.68765,12073.43142,12073.43142,98292.17442,97951.2298,12430.22989,12243.90373,45170.82042,47707.35007
31.4,12007.30327,12007.30327,12071.72143,12071.72143,98256.49457,97919.94995,12424.40212,12239.99374,45213.07465,47711.0082
31.5,12006.93811,12006.93811,12070.06004,12070.06004,98221.2265,97889.07726,12418.62371,12236.13466,45254.78453,47714.6206
31.6,12006.5912,12006.5912,12068.44645,12068.44645,98186.37013,97858.61042,12412.89488,12232.3263,45295.95309,47718.18784
31.7,12006.26164,12006.26164,12066.87986,12066.87986,98151.92529,97828.54801,12407.21582,12228.5685,45336.58346,47721.71049
31.8,12005.94856,12005.94856,12065.35943,12065.35943,98117.89169,97798.88845,12401.58672,12224.86106,45376.67888,47725.18911
31.9,12005.65113,12005.65113,12063.88429,12063.88429,98084.26897,97769.63004,12396.00776,12221.20376,45416.24269,47728.62425
32,12005.36857,12005.36857,12062.45355,12062.45355,98051.05662,97740.77097,12390.47909,12217.59637,45455.27836,47732.01644
32.1,12005.10015,12005.10015,12061.06628,12061.06628,98018.25406,97712.3093,12385.00087,12214.03866,45493.78941,47735.36624
32.2,12004.84514,12004.84514,12059.72157,12059.72157,97985.86061,97684.243,12379.57323,12210.53037,45531.77948,47738.67416
32.3,12004.60288,12004.60288,12058.41847,12058.41847,97953.87544,97656.56991,12374.19628,12207.07124,45569.25229,47741.94073
32.4,12004.37274,12004.37274,12057.15604,12057.15604,97922.29766,97629.28779,12368.87015,12203.66097,45606.21163,47745.16647
32.5,12004.1541,12004.1541,12055.93332,12055.93332,97891.12625,97602.3943,12363.59494,12200.29929,45642.66137,47748.35189
32.6,12003.9464,12003.9464,12054.74935,12054.74935,97860.36009,97575.88702,12358.37072,12196.98588,45678.60546,47751.49749
32.7,12003.74908,12003.74908,12053.60317,12053.60317,97829.99795,97549.76344,12353.19759,12193.72043,45714.04789,47754.60377
32.8,12003.56162,12003.56162,12052.49384,12052.49384,97800.03851,97524.02094,12348.07561,12190.50262,45748.99274,47757.67123
32.9,12003.38354,12003.38354,12051.42038,12051.42038,97770.48033,97498.65687,12343.00483,12187.33211,45783.44414,47760.70034
33,12003.21436,12003.21436,12050.38186,12050.38186,97741.32188,97473.66848,12337.98532,12184.20856,45817.40627,47763.69158
33.1,12003.05365,12003.05365,12049.37733,12049.37733,97712.56154,97449.05295,12333.01709,12181.13162,45850.88336,47766.64544
33.2,12002.90096,12002.90096,12048.40585,12048.40585,97684.19756,97424.8074,12328.1002,12178.10093,45883.87971,47769.56237
33.3,12002.75591,12002.75591,12047.46649,12047.46649,97656.22813,97400.92889,12323.23464,12175.11611,45916.39963,47772.44284
33.4,12002.61812,12002.61812,12046.55835,12046.55835,97628.65131,97377.41441,12318.42044,12172.1768,45948.4475,47775.28731
33.5,12002.48721,12002.48721,12045.68051,12045.68051,97601.4651,97354.26091,12313.6576,12169.28261,45980.02774,47778.09621
33.6,12002.36285,12002.36285,12044.83209,12044.83209,97574.66739,97331.46526,12308.94609,12166.43316,46011.14478,47780.87001
33.7,12002.24471,12002.24471,12044.0122,12044.0122,97548.25599,97309.02431,12304.28591,12163.62804,46041.8031,47783.60914
33.8,12002.13247,12002.13247,12043.21997,12043.21997,97522.22862,97286.93485,12299.67703,12160.86686,46072.00722,47786.31402
33.9,12002.02585,12002.02585,12042.45455,12042.45455,97496.58292,97265.19361,12295.1194,12158.1492,46101.76168,47788.9851
34,12001.92456,12001.92456,12041.71511,12041.71511,97471.31643,97243.79732,12290.61298,12155.47466,46131.07103,47791.62278
34.1,12001.82833,12001.82833,12041.00082,12041.00082,97446.42664,97222.74262,12286.15771,12152.84283,46159.93987,47794.2275
34.2,12001.73691,12001.73691,12040.31087,12040.31087,97421.91095,97202.02615,12281.75353,12150.25327,46188.37281,47796.79965
34.3,12001.65007,12001.65007,12039.64447,12039.64447,97397.76669,97181.6445,12277.40035,12147.70556,46216.37447,47799.33966
34.4,12001.56756,12001.56756,12039.00085,12039.00085,97373.9911,97161.59424,12273.09809,12145.19928,46243.9495,47801.84791
34.5,12001.48919,12001.48919,12038.37924,12038.37924,97350.58138,97141.87189,12268.84666,12142.73399,46271.10255,47804.32481
34.6,12001.41473,12001.41473,12037.77891,12037.77891,97327.53464,97122.47396,12264.64594,12140.30925,46297.8383,47806.77075
34.7,12001.34399,12001.34399,12037.19912,12037.19912,97304.84793,97103.39694,12260.49583,12137.92462,46324.16142,47809.18612
34.8,12001.27679,12001.27679,12036.63917,12036.63917,97282.51826,97084.63727,12256.3962,12135.57966,46350.07661,47811.57129
34.9,12001.21295,12001.21295,12036.09835,12036.09835,97260.54256,97066.19141,12252.34692,12133.27393,46375.58855,47813.92665
35,12001.1523,12001.1523,12035.576,12035.576,97238.9177,97048.05576,12248.34783,12131.00697,46400.70194,47816.25257
35.1,12001.09469,12001.09469,12035.07145,12035.07145,97217.64052,97030.22674,12244.3988,12128.77834,46425.4215,47818.54941
35.2,12001.03995,12001.03995,12034.58406,12034.58406,97196.70778,97012.70072,12240.49965,12126.58759,46449.75191,47820.81754
35.3,12000.98796,12000.98796,12034.1132,12034.1132,97176.11622,96995.4741,12236.65021,12124.43426,46473.69788,47823.05732
35.4,12000.93856,12000.93856,12033.65825,12033.65825,97155.86252,96978.54322,12232.8503,12122.3179,46497.2641,47825.26911
35.5,12000.89163,12000.89163,12033.21863,12033.21863,97135.94332,96961.90446,12229.09973,12120.23806,46520.45528,47827.45324
35.6,12000.84705,12000.84705,12032.79374,12032.79374,97116.35521,96945.55415,12225.3983,12118.19427,46543.27609,47829.61008
35.7,12000.8047,12000.8047,12032.38303,12032.38303,97097.09475,96929.48865,12221.7458,12116.18608,46565.73121,47831.73995
35.8,12000.76446,12000.76446,12031.98594,12031.98594,97078.15848,96913.70429,12218.142,12114.21304,46587.82532,47833.8432
35.9,12000.72624,12000.72624,12031.60195,12031.60195,97059.54287,96898.19742,12214.58669,12112.27468,46609.56307,47835.92016
36,12000.68993,12000.68993,12031.23053,12031.23053,97041.2444,96882.96436,12211.07963,12110.37055,46630.94912,47837.97116
36.1,12000.65543,12000.65543,12030.87118,12030.87118,97023.25949,96868.00148,12207.62057,12108.50018,46651.98809,47839.99652
36.2,12000.62266,12000.62266,12030.52341,12030.52341,97005.58455,96853.30509,12204.20925,12106.66314,46672.6846,47841.99657
36.3,12000.59153,12000.59153,12030.18674,12030.18674,96988.21596,96838.87156,12200.84542,12104.85895,46693.04326,47843.97161
36.4,12000.56195,12000.56195,12029.86073,12029.86073,96971.15009,96824.69724,12197.5288,12103.08715,46713.06865,47845.92196
36.5,12000.53385,12000.53385,12029.54491,12029.54491,96954.38329,96810.77848,12194.25911,12101.34731,46732.76534,47847.84794
36.6,12000.50716,12000.50716,12029.23885,12029.23885,96937.91187,96797.11166,12191.03607,12099.63896,46752.13786,47849.74984
36.7,12000.4818,12000.4818,12028.94214,12028.94214,96921.73215,96783.69315,12187.85937,12097.96164,46771.19075,47851.62797
36.8,12000.45771,12000.45771,12028.65438,12028.65438,96905.84042,96770.51934,12184.72873,12096.31492,46789.92851,47853.48262
36.9,12000.43483,12000.43483,12028.37516,12028.37516,96890.23299,96757.58664,12181.64381,12094.69833,46808.35561,47855.31408
37,12000.41308,12000.41308,12028.1041,12028.1041,96874.90612,96744.89146,12178.60432,12093.11143,46826.47651,47857.12266
37.1,12000.39243,12000.39243,12027.84085,12027.84085,96859.8561,96732.43024,12175.60992,12091.55378,46844.29563,47858.90862
37.2,12000.37281,12000.37281,12027.58504,12027.58504,96845.07919,96720.19942,12172.66028,12090.02493,46861.81738,47860.67227
37.3,12000.35417,12000.35417,12027.33633,12027.33633,96830.57167,96708.19546,12169.75505,12088.52443,46879.04613,47862.41386
37.4,12000.33646,12000.33646,12027.09438,12027.09438,96816.3298,96696.41485,12166.89391,12087.05186,46895.98622,47864.13369
37.5,12000.31964,12000.31964,12026.85889,12026.85889,96802.34984,96684.85409,12164.07648,12085.60676,46912.64196,47865.83202
37.6,12000.30366,12000.30366,12026.62953,12026.62953,96788.62809,96673.50971,12161.30242,12084.18871,46929.01765,47867.50912
37.7,12000.28847,12000.28847,12026.406,12026.406,96775.1608,96662.37824,12158.57135,12082.79728,46945.11752,47869.16525
37.8,12000.27405,12000.27405,12026.18803,12026.18803,96761.94426,96651.45626,12155.88292,12081.43203,46960.94581,47870.80069
37.9,12000.26035,12000.26035,12025.97533,12025.97533,96748.97477,96640.74034,12153.23673,12080.09254,46976.5067,47872.41568
38,12000.24733,12000.24733,12025.76763,12025.76763,96736.24863,96630.22712,12150.63242,12078.77839,46991.80434,47874.01048
38.1,12000.23496,12000.23496,12025.56468,12025.56468,96723.76215,96619.91321,12148.06959,12077.48915,47006.84285,47875.58535
38.2,12000.22321,12000.22321,12025.36623,12025.36623,96711.51166,96609.7953,12145.54786,12076.22441,47021.62631,47877.14054
38.3,12000.21205,12000.21205,12025.17204,12025.17204,96699.4935,96599.87007,12143.06682,12074.98376,47036.15877,47878.67628
38.4,12000.20145,12000.20145,12024.98188,12024.98188,96687.70402,96590.13423,12140.62609,12073.76678,47050.44425,47880.19283
38.5,12000.19138,12000.19138,12024.79553,12024.79553,96676.1396,96580.58453,12138.22524,12072.57307,47064.48671,47881.69042
38.6,12000.18181,12000.18181,12024.61278,12024.61278,96664.79663,96571.21776,12135.86388,12071.40222,47078.2901,47883.16929
38.7,12000.17272,12000.17272,12024.43343,12024.43343,96653.67152,96562.0307,12133.54159,12070.25384,47091.85831,47884.62967
38.8,12000.16408,12000.16408,12024.25727,12024.25727,96642.7607,96553.0202,12131.25797,12069.12753,47105.1952,47886.0718
38.9,12000.15588,12000.15588,12024.08413,12024.08413,96632.06063,96544.18312,12129.01258,12068.02289,47118.30458,47887.4959
39,12000.14809,12000.14809,12023.91383,12023.91383,96621.56779,96535.51635,12126.805,12066.93954,47131.19025,47888.9022
39.1,12000.14068,12000.14068,12023.74618,12023.74618,96611.27867,96527.01683,12124.63483,12065.8771,47143.85595,47890.29093
39.2,12000.13365,12000.13365,12023.58104,12023.58104,96601.18981,96518.68151,12122.50161,12064.83519,47156.30536,47891.66229
39.3,12000.12696,12000.12696,12023.41823,12023.41823,96591.29775,96510.50737,12120.40494,12063.81342,47168.54216,47893.01651
39.4,12000.12062,12000.12062,12023.25762,12023.25762,96581.59908,96502.49146,12118.34437,12062.81143,47180.56995,47894.3538
39.5,12000.11459,12000.11459,12023.09906,12023.09906,96572.0904,96494.63081,12116.31947,12061.82885,47192.39233,47895.67438
39.6,12000.10886,12000.10886,12022.9424,12022.9424,96562.76836,96486.92254,12114.32982,12060.86532,47204.01282,47896.97845
39.7,12000.10341,12000.10341,12022.78753,12022.78753,96553.62962,96479.36375,12112.37496,12059.92047,47215.43491,47898.26622
39.8,12000.09824,12000.09824,12022.63432,12022.63432,96544.67088,96471.95161,12110.45447,12058.99395,47226.66207,47899.53789
39.9,12000.09333,12000.09333,12022.48264,12022.48264,96535.88886,96464.68332,12108.5679,12058.08541,47237.69769,47900.79367
40,12000.08866,12000.08866,12022.33239,12022.33239,96527.28034,96457.5561,12106.71483,12057.19451,47248.54515,47902.03375
